model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,production_score,ranking_score
93,Rafael Flores,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,6,Wrigley Field,107.0,6.9,Above average,5.0,2.7,8.5,2.7,5.8,6.7,5.0,74.3,9.5069763,124.0,6.8,9.0,8.0,8.7,Pitcher vulnerability + Recent power,True,0.5693055555555555,0.5693055555555555
94,José Ramírez,Cleveland Guardians,Minnesota Twins,Taj Bradley,3,Target Field,113.0,6.9,Above average,7.1,5.2,6.5,5.2,6.1,5.5,8.0,,,,3.6,1.4,4.6,6.4,Lineup context + Hitter skill,True,0.5683333333333334,0.5683333333333334
95,Lourdes Gurriel,Arizona Diamondbacks,Texas Rangers,TBD,6,Chase Field,213.0,6.9,Above average,6.6,5.5,5.5,5.5,10.0,5.5,5.0,,,,3.6,3.8,7.5,9.2,Ballpark + Hitter skill,True,0.5676388888888889,0.5676388888888889
96,Zack Gelof,Athletics,Seattle Mariners,George Kirby,3,Sutter Health Park,100.0,6.8,Above average,3.7,7.9,7.5,7.9,5.5,5.5,8.0,,,,7.2,7.4,4.9,6.0,Lineup context + Pitch-type matchup,True,0.5640277777777778,0.5640277777777778
97,Jared Young,New York Mets,New York Yankees,Carlos Rodón,5,Yankee Stadium,117.0,6.8,Above average,9.8,3.2,4.2,3.2,6.3,6.5,6.0,76.28,4.6602825,325.0,3.6,2.5,6.8,4.6,Hitter skill + Weather,True,0.5629166666666667,0.5629166666666667
98,Javier Sanoja,Miami Marlins,Los Angeles Dodgers,TBD,6,loanDepot park,135.0,6.8,Above average,6.4,5.5,5.5,5.5,7.1,6.6,5.0,75.38,7.0214923,207.0,7.7,2.8,9.1,7.2,Recent power + Ballpark,True,0.5622222222222223,0.5622222222222223
99,Royce Lewis,Minnesota Twins,Cleveland Guardians,Parker Messick,7,Target Field,113.0,6.7,Above average,7.3,6.8,3.9,6.8,6.1,5.5,4.0,,,,3.6,9.8,8.8,6.9,Hitter skill + Pitch-type matchup,True,0.5618055555555557,0.5618055555555557
100,Ildemaro Vargas,Arizona Diamondbacks,Texas Rangers,TBD,1,Chase Field,213.0,6.7,Above average,7.1,5.5,5.5,5.5,10.0,5.5,10.0,,,,3.6,1.4,4.9,2.0,Ballpark + Lineup context,True,0.56125,0.56125
101,Danny Jansen,Texas Rangers,Arizona Diamondbacks,TBD,9,Chase Field,213.0,6.7,Above average,6.8,5.5,5.5,5.5,10.0,5.5,2.0,,,,8.8,9.1,3.9,2.5,Ballpark + Recent power,True,0.5584722222222223,0.5584722222222223
102,Geraldo Perdomo,Arizona Diamondbacks,Texas Rangers,TBD,3,Chase Field,213.0,6.6,Above average,7.3,5.5,5.5,5.5,10.0,5.5,8.0,,,,3.6,1.4,4.1,3.2,Ballpark + Lineup context,True,0.5584722222222221,0.5584722222222221
103,Isiah Kiner-Falefa,Boston Red Sox,Kansas City Royals,Seth Lugo,8,Fenway Park,92.0,6.6,Above average,8.2,2.6,7.2,2.6,5.1,6.6,3.0,71.78,5.2195164,295.0,8.1,2.9,3.7,1.6,Hitter skill + Recent power,True,0.5551388888888887,0.5551388888888887
104,Randy Arozarena,Seattle Mariners,Athletics,Jeffrey Springs,2,Sutter Health Park,100.0,6.6,Above average,3.4,6.9,9.2,6.9,5.5,5.5,9.0,,,,3.6,6.2,2.3,4.7,Pitcher vulnerability + Lineup context,True,0.5538888888888889,0.5538888888888889
105,Brayan Rocchio,Cleveland Guardians,Minnesota Twins,Taj Bradley,9,Target Field,113.0,6.5,Solid,6.1,6.5,6.5,6.5,6.1,5.5,2.0,,,,9.9,3.5,5.6,4.2,Recent power + Pitcher vulnerability,True,0.5533333333333333,0.5533333333333333
106,Enrique Hernández,Los Angeles Dodgers,Miami Marlins,Ryan Gusto,9,loanDepot park,135.0,6.5,Solid,9.7,3.1,4.9,3.1,7.1,6.6,2.0,75.38,7.0214923,207.0,3.6,3.5,3.5,5.1,Hitter skill + Ballpark,True,0.5526388888888888,0.5526388888888888
107,Drake Baldwin,Atlanta Braves,Philadelphia Phillies,Aaron Nola,1,Truist Park,100.0,6.5,Solid,4.1,3.7,8.2,3.7,5.5,6.7,10.0,81.14,9.4448392,176.0,7.2,5.9,6.3,7.0,Lineup context + Pitcher vulnerability,True,0.5483333333333333,0.5483333333333333
108,Christian Encarnacion-Strand,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,4,Rogers Centre,69.0,6.4,Solid,4.0,9.6,5.5,9.6,4.1,5.9,7.0,66.74000000000001,4.7845567,101.0,3.6,9.8,6.5,7.3,Pitch-type matchup + Lineup context,True,0.5427777777777777,0.5427777777777777
109,Nick Sogard,Boston Red Sox,Kansas City Royals,Seth Lugo,5,Fenway Park,92.0,6.4,Solid,5.9,3.8,7.2,3.8,5.1,6.6,6.0,71.78,5.2195164,295.0,7.2,5.2,3.1,7.1,Pitcher vulnerability + Recent power,True,0.5413888888888889,0.5413888888888889
110,Kaelen Culpepper,Minnesota Twins,Cleveland Guardians,Parker Messick,5,Target Field,113.0,6.4,Solid,6.2,8.6,3.9,8.6,6.1,5.5,6.0,,,,3.6,3.9,8.2,7.1,Pitch-type matchup + Hitter skill,True,0.5399999999999999,0.5399999999999999
111,Lazaro Montes,Seattle Mariners,Athletics,Jeffrey Springs,8,Sutter Health Park,100.0,6.3,Solid,2.7,9.3,9.2,9.3,5.5,5.5,3.0,,,,9.5,4.6,1.0,1.6,Recent power + Pitch-type matchup,True,0.5368055555555554,0.5368055555555554
112,Travis Bazzana,Cleveland Guardians,Minnesota Twins,Taj Bradley,5,Target Field,113.0,6.3,Solid,5.0,5.4,6.5,5.4,6.1,5.5,6.0,,,,9.7,5.3,7.7,4.2,Recent power + Pitcher vulnerability,True,0.5359722222222222,0.5359722222222222
113,Brewer Hicklen,Atlanta Braves,Philadelphia Phillies,Aaron Nola,8,Truist Park,100.0,6.3,Solid,6.9,1.5,8.2,1.5,5.5,6.7,3.0,81.14,9.4448392,176.0,3.6,3.8,3.3,8.3,Pitcher vulnerability + Hitter skill,True,0.5352777777777777,0.5352777777777777
114,Dylan Beavers,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,1,Rogers Centre,69.0,6.2,Solid,6.3,5.6,5.5,5.6,4.1,5.9,10.0,66.74000000000001,4.7845567,101.0,3.6,7.9,3.0,4.0,Lineup context + Hitter skill,True,0.5331944444444444,0.5331944444444444
115,Kyle Karros,Colorado Rockies,Detroit Tigers,Framber Valdez,6,Comerica Park,100.0,6.2,Solid,8.8,4.3,3.2,4.3,5.5,6.6,5.0,73.94,6.2758471,96.0,8.6,8.1,3.6,2.4,Hitter skill + Recent power,True,0.5323611111111112,0.5323611111111112
116,Alex Bregman,Chicago Cubs,Pittsburgh Pirates,Wilber Dotel,4,Wrigley Field,107.0,6.2,Solid,7.7,8.1,1.5,8.1,5.8,6.7,7.0,74.3,9.5069763,124.0,3.6,8.8,8.6,3.2,Pitch-type matchup + Hitter skill,True,0.5313888888888889,0.5313888888888889
117,Alejandro Kirk,Toronto Blue Jays,Baltimore Orioles,Chris Bassitt,4,Rogers Centre,69.0,6.1,Solid,6.8,5.7,3.5,5.7,4.1,5.9,7.0,66.74000000000001,4.7845567,101.0,6.5,7.5,7.5,9.5,Lineup context + Hitter skill,True,0.5313888888888889,0.5313888888888889
118,J.P. Crawford,Seattle Mariners,Athletics,Jeffrey Springs,1,Sutter Health Park,100.0,6.1,Solid,5.7,2.2,9.2,2.2,5.5,5.5,10.0,,,,3.6,1.4,2.5,1.7,Lineup context + Pitcher vulnerability,True,0.5261111111111112,0.5261111111111112
119,Donovan Walton,Athletics,Seattle Mariners,George Kirby,7,Sutter Health Park,100.0,6.1,Solid,2.8,8.1,7.5,8.1,5.5,5.5,4.0,,,,8.4,6.8,6.6,6.3,Recent power + Pitch-type matchup,True,0.5259722222222223,0.5259722222222223
120,Max Clark,Detroit Tigers,Colorado Rockies,Mason Adams,7,Comerica Park,100.0,6.0,Solid,4.0,4.6,9.9,4.6,5.5,6.6,4.0,73.94,6.2758471,96.0,3.6,1.4,7.1,2.8,Pitcher vulnerability + Weather,True,0.5254166666666668,0.5254166666666668
121,Andrew Benintendi,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,4,Busch Stadium,70.0,6.0,Solid,3.2,5.3,7.9,5.3,4.2,5.5,7.0,,,,3.6,8.4,9.7,9.3,Pitcher vulnerability + Lineup context,True,0.5252777777777778,0.5252777777777778
122,Tristan Peters,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,8,Busch Stadium,70.0,6.0,Solid,2.9,7.9,7.9,7.9,4.2,5.5,3.0,,,,3.6,7.3,9.7,7.6,Pitcher vulnerability + Pitch-type matchup,True,0.5247222222222222,0.5247222222222222
123,Patrick Bailey,Cleveland Guardians,Minnesota Twins,Taj Bradley,8,Target Field,113.0,5.9,Solid,7.5,3.7,6.5,3.7,6.1,5.5,3.0,,,,3.6,2.3,3.7,4.8,Hitter skill + Pitcher vulnerability,True,0.5222222222222221,0.5222222222222221
124,Jonny DeLuca,Tampa Bay Rays,Houston Astros,Miguel Ullola,4,Tropicana Field,107.0,5.9,Solid,3.0,7.4,9.5,7.4,5.8,6.5,7.0,81.5,2.8583066,141.0,3.6,1.4,1.7,2.2,Pitcher vulnerability + Pitch-type matchup,True,0.5204166666666667,0.5204166666666667
125,Ryan McMahon,New York Yankees,New York Mets,Nolan McLean,7,Yankee Stadium,117.0,5.9,Solid,9.3,6.7,2.2,6.7,6.3,6.5,4.0,76.28,4.6602825,325.0,3.6,2.2,2.0,5.5,Hitter skill + Pitch-type matchup,True,0.5204166666666666,0.5204166666666666
126,Dominic Canzone,Seattle Mariners,Athletics,Jeffrey Springs,3,Sutter Health Park,100.0,5.8,Solid,1.1,9.3,9.2,9.3,5.5,5.5,8.0,,,,3.6,7.2,3.5,4.1,Pitch-type matchup + Pitcher vulnerability,True,0.5183333333333333,0.5183333333333333
127,Jo Adell,Cleveland Guardians,Minnesota Twins,Taj Bradley,4,Target Field,113.0,5.8,Solid,4.9,5.3,6.5,5.3,6.1,5.5,7.0,,,,3.6,2.5,7.8,8.5,Lineup context + Pitcher vulnerability,True,0.5177777777777778,0.5177777777777778
128,Braden Montgomery,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,6,Busch Stadium,70.0,5.8,Solid,5.1,3.5,7.9,3.5,4.2,5.5,5.0,,,,8.1,5.5,4.6,5.2,Recent power + Pitcher vulnerability,True,0.5158333333333334,0.5158333333333334
129,Christian Walker,Houston Astros,Tampa Bay Rays,Drew Rasmussen,6,Tropicana Field,107.0,5.7,Solid,9.1,4.3,1.9,4.3,5.8,6.5,5.0,81.5,2.8583066,141.0,8.1,3.4,6.0,6.7,Hitter skill + Recent power,True,0.5136111111111111,0.5136111111111111
130,Cam Smith,Houston Astros,Tampa Bay Rays,Drew Rasmussen,7,Tropicana Field,107.0,5.7,Solid,8.9,5.1,1.9,5.1,5.8,6.5,4.0,81.5,2.8583066,141.0,9.8,4.8,6.1,2.9,Recent power + Hitter skill,True,0.5122222222222222,0.5122222222222222
131,Jackson Holliday,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,5,Rogers Centre,69.0,5.7,Solid,6.8,4.4,5.5,4.4,4.1,5.9,6.0,66.74000000000001,4.7845567,101.0,3.6,5.5,6.6,3.7,Hitter skill + Lineup context,True,0.5113888888888888,0.5113888888888888
132,Bryan Torres,St. Louis Cardinals,Chicago White Sox,Anthony Kay,1,Busch Stadium,70.0,5.6,Solid,8.2,3.5,5.2,3.5,4.2,5.5,10.0,,,,3.6,1.4,1.4,2.0,Lineup context + Hitter skill,True,0.5094444444444445,0.5094444444444445
133,Taylor Trammell,Houston Astros,Tampa Bay Rays,Drew Rasmussen,8,Tropicana Field,107.0,5.6,Solid,8.5,6.7,1.9,6.7,5.8,6.5,3.0,81.5,2.8583066,141.0,3.6,7.1,4.5,5.7,Hitter skill + Pitch-type matchup,True,0.50875,0.50875
134,Trea Turner,Philadelphia Phillies,Atlanta Braves,Chris Sale,2,Truist Park,100.0,5.6,Solid,6.5,7.6,1.2,7.6,5.5,6.7,9.0,81.14,9.4448392,176.0,9.3,6.1,7.4,7.3,Recent power + Lineup context,True,0.50875,0.50875
135,Michael Conforto,Chicago Cubs,Pittsburgh Pirates,Wilber Dotel,8,Wrigley Field,107.0,5.5,Solid,6.4,9.8,1.5,9.8,5.8,6.7,3.0,74.3,9.5069763,124.0,8.6,8.6,4.7,5.1,Pitch-type matchup + Recent power,True,0.5058333333333334,0.5058333333333334
136,Vladimir Guerrero,Toronto Blue Jays,Baltimore Orioles,Chris Bassitt,3,Rogers Centre,69.0,5.5,Solid,5.6,6.6,3.5,6.6,4.1,5.9,8.0,66.74000000000001,4.7845567,101.0,3.6,7.0,9.0,9.4,Lineup context + Pitch-type matchup,True,0.503611111111111,0.503611111111111
137,Christian Yelich,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,5,American Family Field,88.0,5.4,Neutral,4.6,4.4,5.9,4.4,5.0,6.7,6.0,73.22,9.5069763,146.0,3.6,8.4,8.9,9.2,Weather + Lineup context,True,0.5031944444444445,0.5031944444444445
138,Bo Bichette,New York Mets,New York Yankees,Carlos Rodón,3,Yankee Stadium,117.0,5.4,Neutral,5.6,4.8,4.2,4.8,6.3,6.5,8.0,76.28,4.6602825,325.0,9.1,7.3,6.1,5.0,Recent power + Lineup context,True,0.5023611111111111,0.5023611111111111
139,Ke'Bryan Hayes,Cincinnati Reds,Milwaukee Brewers,Dustin May,9,American Family Field,88.0,5.4,Neutral,7.4,6.9,2.5,6.9,5.0,6.7,2.0,73.22,9.5069763,146.0,3.6,5.4,9.2,7.1,Hitter skill + Pitch-type matchup,True,0.5015277777777778,0.5015277777777778
140,Juan Soto,New York Mets,New York Yankees,Carlos Rodón,2,Yankee Stadium,117.0,5.3,Neutral,4.3,6.3,4.2,6.3,6.3,6.5,9.0,76.28,4.6602825,325.0,6.3,6.8,7.2,9.9,Lineup context + Weather,True,0.5008333333333334,0.5008333333333334
141,Pete Alonso,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,2,Rogers Centre,69.0,5.3,Neutral,1.4,9.5,5.5,9.5,4.1,5.9,9.0,66.74000000000001,4.7845567,101.0,7.2,8.8,8.9,9.7,Pitch-type matchup + Lineup context,True,0.4963888888888889,0.4963888888888889
142,Hao-Yu Lee,Detroit Tigers,Colorado Rockies,Mason Adams,2,Comerica Park,100.0,5.3,Neutral,1.4,4.9,9.9,4.9,5.5,6.6,9.0,73.94,6.2758471,96.0,3.6,6.5,4.4,6.1,Pitcher vulnerability + Lineup context,True,0.49527777777777776,0.49527777777777776
143,Joshua Báez,St. Louis Cardinals,Chicago White Sox,Anthony Kay,5,Busch Stadium,70.0,5.2,Neutral,3.6,8.7,5.2,8.7,4.2,5.5,6.0,,,,8.1,3.7,6.4,7.9,Pitch-type matchup + Recent power,True,0.4943055555555556,0.4943055555555556
144,Shay Whitcomb,San Francisco Giants,San Diego Padres,Robbie Ray,6,Oracle Park,139.0,5.2,Neutral,8.6,3.0,2.9,3.0,7.3,6.2,5.0,66.02,15.6585492,280.0,3.6,8.3,4.1,4.1,Hitter skill + Ballpark,True,0.4926388888888888,0.4926388888888888
145,Isaac Paredes,Houston Astros,Tampa Bay Rays,Drew Rasmussen,3,Tropicana Field,107.0,5.2,Neutral,7.8,6.4,1.9,6.4,5.8,6.5,8.0,81.5,2.8583066,141.0,6.8,2.4,2.1,5.8,Lineup context + Hitter skill,True,0.49236111111111114,0.49236111111111114
146,Ben Malgeri,Detroit Tigers,Colorado Rockies,Mason Adams,8,Comerica Park,100.0,5.1,Neutral,2.5,5.1,9.9,5.1,5.5,6.6,3.0,73.94,6.2758471,96.0,3.6,4.5,4.2,5.9,Pitcher vulnerability + Weather,True,0.49194444444444446,0.49194444444444446
147,Xander Bogaerts,San Diego Padres,San Francisco Giants,Anthony Molina,2,Oracle Park,139.0,5.1,Neutral,4.5,2.4,6.2,2.4,7.3,6.2,9.0,66.02,15.6585492,280.0,3.6,4.3,9.4,9.9,Lineup context + Ballpark,True,0.48944444444444446,0.48944444444444446
148,Corey Seager,Texas Rangers,Arizona Diamondbacks,TBD,2,Chase Field,213.0,5.1,Neutral,2.0,5.5,5.5,5.5,10.0,5.5,9.0,,,,9.8,8.9,9.2,8.9,Ballpark + Recent power,True,0.48944444444444446,0.48944444444444446
149,Adael Amador,Colorado Rockies,Detroit Tigers,Framber Valdez,7,Comerica Park,100.0,5.0,Neutral,4.7,10.0,3.2,10.0,5.5,6.6,4.0,73.94,6.2758471,96.0,7.7,8.6,3.7,3.6,Pitch-type matchup + Recent power,True,0.4888888888888889,0.4888888888888889
150,Leody Taveras,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,8,Rogers Centre,69.0,5.0,Neutral,6.9,6.0,5.5,6.0,4.1,5.9,3.0,66.74000000000001,4.7845567,101.0,3.6,2.3,2.7,2.1,Hitter skill + Pitch-type matchup,True,0.48847222222222214,0.48847222222222214
151,Nate Eaton,Boston Red Sox,Kansas City Royals,Seth Lugo,9,Fenway Park,92.0,5.0,Neutral,4.9,3.4,7.2,3.4,5.1,6.6,2.0,71.78,5.2195164,295.0,3.6,5.0,7.0,9.1,Pitcher vulnerability + Weather,True,0.4879166666666666,0.4879166666666666
152,Bryce Harper,Philadelphia Phillies,Atlanta Braves,Chris Sale,3,Truist Park,100.0,4.9,Neutral,6.4,8.4,1.2,8.4,5.5,6.7,8.0,81.14,9.4448392,176.0,3.6,6.6,5.3,8.4,Pitch-type matchup + Lineup context,True,0.48736111111111124,0.48736111111111124
153,Andrew Vaughn,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,4,American Family Field,88.0,4.9,Neutral,4.2,4.2,5.9,4.2,5.0,6.7,7.0,73.22,9.5069763,146.0,8.8,4.0,6.9,8.9,Recent power + Lineup context,True,0.48583333333333334,0.48583333333333334
154,Jared Triolo,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,9,Wrigley Field,107.0,4.9,Neutral,5.3,2.4,8.5,2.4,5.8,6.7,2.0,74.3,9.5069763,124.0,3.6,1.9,4.8,3.9,Pitcher vulnerability + Weather,True,0.48138888888888887,0.48138888888888887
155,Nathan Church,St. Louis Cardinals,Chicago White Sox,Anthony Kay,8,Busch Stadium,70.0,4.8,Neutral,8.1,3.2,5.2,3.2,4.2,5.5,3.0,,,,3.6,1.4,5.6,2.4,Hitter skill + Weather,True,0.48138888888888887,0.48138888888888887
156,Daulton Varsho,Houston Astros,Tampa Bay Rays,Drew Rasmussen,5,Tropicana Field,107.0,4.8,Neutral,8.0,4.4,1.9,4.4,5.8,6.5,6.0,81.5,2.8583066,141.0,7.7,7.3,5.4,3.1,Hitter skill + Recent power,True,0.48125000000000007,0.48125000000000007
157,A.J. Ewing,New York Mets,New York Yankees,Carlos Rodón,7,Yankee Stadium,117.0,4.8,Neutral,7.2,3.8,4.2,3.8,6.3,6.5,4.0,76.28,4.6602825,325.0,6.8,2.2,5.5,3.8,Hitter skill + Recent power,True,0.47847222222222224,0.47847222222222224
158,Jorge Mateo,Tampa Bay Rays,Houston Astros,Miguel Ullola,7,Tropicana Field,107.0,4.7,Neutral,3.2,3.4,9.5,3.4,5.8,6.5,4.0,81.5,2.8583066,141.0,3.6,7.5,2.8,3.3,Pitcher vulnerability + Weather,True,0.4783333333333333,0.4783333333333333
159,Seiya Suzuki,Chicago Cubs,Pittsburgh Pirates,Wilber Dotel,2,Wrigley Field,107.0,4.7,Neutral,7.1,7.3,1.5,7.3,5.8,6.7,9.0,74.3,9.5069763,124.0,3.6,6.4,2.3,4.3,Lineup context + Pitch-type matchup,True,0.4775,0.4775
160,Luke Keaschall,Minnesota Twins,Cleveland Guardians,Parker Messick,1,Target Field,113.0,4.7,Neutral,3.9,7.6,3.9,7.6,6.1,5.5,10.0,,,,3.6,5.8,8.0,7.2,Lineup context + Pitch-type matchup,True,0.4763888888888888,0.4763888888888888
161,Bryce Eldridge,San Francisco Giants,San Diego Padres,Robbie Ray,3,Oracle Park,139.0,4.6,Neutral,5.4,5.5,2.9,5.5,7.3,6.2,8.0,66.02,15.6585492,280.0,6.8,4.4,7.5,9.0,Lineup context + Ballpark,True,0.47597222222222224,0.47597222222222224
162,Spencer Horwitz,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,8,Wrigley Field,107.0,4.6,Neutral,4.7,3.3,8.5,3.3,5.8,6.7,3.0,74.3,9.5069763,124.0,3.6,1.4,3.4,4.1,Pitcher vulnerability + Weather,True,0.4748611111111111,0.4748611111111111
163,Brandon Lowe,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,5,Wrigley Field,107.0,4.6,Neutral,3.9,3.1,8.5,3.1,5.8,6.7,6.0,74.3,9.5069763,124.0,3.6,2.2,4.3,5.3,Pitcher vulnerability + Weather,True,0.4736111111111111,0.4736111111111111
164,Teoscar Hernández,Los Angeles Dodgers,Miami Marlins,Ryan Gusto,5,loanDepot park,135.0,4.5,Below average,3.0,5.4,4.9,5.4,7.1,6.6,6.0,75.38,7.0214923,207.0,7.7,9.5,8.4,9.0,Recent power + Ballpark,True,0.4686111111111111,0.4686111111111111
165,Jase Bowen,San Diego Padres,San Francisco Giants,Anthony Molina,9,Oracle Park,139.0,4.5,Below average,3.3,6.5,6.2,6.5,7.3,6.2,2.0,66.02,15.6585492,280.0,3.6,2.1,9.1,9.2,Ballpark + Pitch-type matchup,True,0.46555555555555556,0.46555555555555556
166,Angel Genao,Cleveland Guardians,Minnesota Twins,Taj Bradley,7,Target Field,113.0,4.5,Below average,5.7,1.5,6.5,1.5,6.1,5.5,4.0,,,,3.6,1.4,8.3,8.4,Pitcher vulnerability + Ballpark,True,0.4615277777777778,0.4615277777777778
167,Sal Stewart,Cincinnati Reds,Milwaukee Brewers,Dustin May,3,American Family Field,88.0,4.4,Below average,4.4,8.6,2.5,8.6,5.0,6.7,8.0,73.22,9.5069763,146.0,3.6,7.1,5.5,8.6,Pitch-type matchup + Lineup context,True,0.461111111111111,0.461111111111111
168,Jake Burger,Texas Rangers,Arizona Diamondbacks,TBD,7,Chase Field,213.0,4.4,Below average,2.6,5.5,5.5,5.5,10.0,5.5,4.0,,,,9.8,8.9,6.2,6.9,Ballpark + Recent power,True,0.4608333333333334,0.4608333333333334
169,Jordan Lawlar,Arizona Diamondbacks,Texas Rangers,TBD,8,Chase Field,213.0,4.4,Below average,5.4,5.5,5.5,5.5,10.0,5.5,3.0,,,,3.6,4.0,1.3,1.5,Ballpark + Pitcher vulnerability,True,0.4594444444444445,0.4594444444444445
170,Austin Hays,San Diego Padres,San Francisco Giants,Anthony Molina,7,Oracle Park,139.0,4.3,Below average,5.0,1.5,6.2,1.5,7.3,6.2,4.0,66.02,15.6585492,280.0,3.6,6.5,9.4,6.4,Ballpark + Pitcher vulnerability,True,0.4579166666666667,0.4579166666666667
171,Jake Mangum,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,7,Wrigley Field,107.0,4.3,Below average,5.1,2.1,8.5,2.1,5.8,6.7,4.0,74.3,9.5069763,124.0,3.6,2.0,1.5,1.2,Pitcher vulnerability + Weather,True,0.45625,0.45625
172,Trevor Story,Boston Red Sox,Kansas City Royals,Seth Lugo,4,Fenway Park,92.0,4.3,Below average,4.2,1.5,7.2,1.5,5.1,6.6,7.0,71.78,5.2195164,295.0,3.6,9.4,6.2,3.7,Pitcher vulnerability + Lineup context,True,0.45319444444444446,0.45319444444444446
173,Vaughn Grissom,Los Angeles Angels,Washington Nationals,Cade Cavalli,4,Nationals Park,105.0,4.2,Below average,3.5,5.0,6.9,5.0,5.7,6.5,7.0,78.25999999999999,3.728226,73.0,3.6,6.0,3.8,2.3,Lineup context + Pitcher vulnerability,True,0.4526388888888889,0.4526388888888889
174,Kyren Paris,Los Angeles Angels,Washington Nationals,Cade Cavalli,6,Nationals Park,105.0,4.2,Below average,5.3,1.5,6.9,1.5,5.7,6.5,5.0,78.25999999999999,3.728226,73.0,3.6,1.4,5.1,7.7,Pitcher vulnerability + Weather,True,0.4519444444444444,0.4519444444444444
175,Jasson Domínguez,New York Yankees,New York Mets,Nolan McLean,3,Yankee Stadium,117.0,4.2,Below average,4.4,8.4,2.2,8.4,6.3,6.5,8.0,76.28,4.6602825,325.0,3.6,7.6,7.8,4.9,Pitch-type matchup + Lineup context,True,0.45180555555555557,0.45180555555555557
176,Jeremy Peña,Houston Astros,Tampa Bay Rays,Drew Rasmussen,1,Tropicana Field,107.0,4.1,Below average,4.7,8.5,1.9,8.5,5.8,6.5,10.0,81.5,2.8583066,141.0,3.6,8.2,5.7,3.5,Lineup context + Pitch-type matchup,True,0.45138888888888884,0.45138888888888884
177,Michael Harris,Atlanta Braves,Philadelphia Phillies,Aaron Nola,4,Truist Park,100.0,4.1,Below average,3.0,2.3,8.2,2.3,5.5,6.7,7.0,81.14,9.4448392,176.0,3.6,6.3,7.9,3.6,Pitcher vulnerability + Lineup context,True,0.45083333333333336,0.45083333333333336
178,Brett Baty,New York Mets,New York Yankees,Carlos Rodón,8,Yankee Stadium,117.0,4.1,Below average,2.0,8.3,4.2,8.3,6.3,6.5,3.0,76.28,4.6602825,325.0,9.8,9.5,8.1,9.1,Recent power + Pitch-type matchup,True,0.4504166666666667,0.4504166666666667
179,Sam Antonacci,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,1,Busch Stadium,70.0,4.0,Below average,3.1,4.3,7.9,4.3,4.2,5.5,10.0,,,,3.6,2.8,1.6,5.8,Lineup context + Pitcher vulnerability,True,0.4502777777777778,0.4502777777777778
180,Hunter Feduccia,Los Angeles Dodgers,Miami Marlins,Ryan Gusto,7,loanDepot park,135.0,4.0,Below average,5.8,3.0,4.9,3.0,7.1,6.6,4.0,75.38,7.0214923,207.0,3.6,4.8,4.5,7.0,Ballpark + Weather,True,0.4495833333333333,0.4495833333333333
181,Kyle Isbel,Kansas City Royals,Boston Red Sox,Sonny Gray,8,Fenway Park,92.0,4.0,Below average,7.5,2.7,4.5,2.7,5.1,6.6,3.0,71.78,5.2195164,295.0,3.6,5.4,2.0,3.0,Hitter skill + Weather,True,0.4488888888888889,0.4488888888888889
182,Drew Gilbert,San Francisco Giants,San Diego Padres,Robbie Ray,1,Oracle Park,139.0,3.9,Below average,6.3,2.1,2.9,2.1,7.3,6.2,10.0,66.02,15.6585492,280.0,3.6,9.7,9.1,2.3,Lineup context + Ballpark,True,0.4479166666666667,0.4479166666666667
183,Caleb Durbin,Boston Red Sox,Kansas City Royals,Seth Lugo,6,Fenway Park,92.0,3.9,Below average,3.3,7.0,7.2,7.0,5.1,6.6,5.0,71.78,5.2195164,295.0,3.6,2.6,1.8,1.4,Pitcher vulnerability + Pitch-type matchup,True,0.44749999999999995,0.44749999999999995
184,Sal Frelick,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,6,American Family Field,88.0,3.9,Below average,6.7,1.5,5.9,1.5,5.0,6.7,5.0,73.22,9.5069763,146.0,3.6,2.7,4.2,1.6,Hitter skill + Weather,True,0.44430555555555556,0.44430555555555556
185,Michael Massey,Kansas City Royals,Boston Red Sox,Sonny Gray,5,Fenway Park,92.0,3.8,Below average,4.8,4.2,4.5,4.2,5.1,6.6,6.0,71.78,5.2195164,295.0,3.6,4.7,8.1,7.8,Weather + Lineup context,True,0.44305555555555554,0.44305555555555554
