model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,input_model_rank,v2_score,ranking_score,v2_rank
135,Juan Soto,New York Mets,New York Yankees,Carlos Rodón,2,Yankee Stadium,117.0,5.5,Solid,4.3,6.3,4.2,6.3,6.3,6.5,9.0,76.28,4.6602825,325.0,6.3,6.8,7.2,9.9,Lineup context + Weather,True,142,0.5055555555555555,0.5055555555555555,135
136,Nate Eaton,Boston Red Sox,Kansas City Royals,Seth Lugo,9,Fenway Park,92.0,5.5,Solid,4.9,3.4,7.2,3.4,5.1,6.6,2.0,71.78,5.2195164,295.0,3.6,5.0,7.0,9.1,Pitcher vulnerability + Weather,True,184,0.5047222222222222,0.5047222222222222,136
137,Patrick Bailey,Cleveland Guardians,Minnesota Twins,Taj Bradley,8,Target Field,113.0,5.4,Neutral,7.5,3.7,6.5,3.7,6.1,5.5,3.0,,,,3.6,2.3,3.7,4.8,Hitter skill + Pitcher vulnerability,True,100,0.5036111111111111,0.5036111111111111,137
138,Ke'Bryan Hayes,Cincinnati Reds,Milwaukee Brewers,Dustin May,9,American Family Field,88.0,5.4,Neutral,7.4,6.9,2.5,6.9,5.0,6.7,2.0,73.22,9.5069763,146.0,3.6,5.4,9.2,7.1,Hitter skill + Pitch-type matchup,True,147,0.5022222222222222,0.5022222222222222,138
139,Jackson Holliday,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,5,Rogers Centre,69.0,5.4,Neutral,6.8,4.4,5.5,4.4,4.1,5.9,6.0,66.74000000000001,4.7845567,101.0,3.6,5.5,6.6,3.7,Hitter skill + Lineup context,True,152,0.5,0.5,139
140,Brett Baty,New York Mets,New York Yankees,Carlos Rodón,8,Yankee Stadium,117.0,5.3,Neutral,2.0,8.3,4.2,8.3,6.3,6.5,3.0,76.28,4.6602825,325.0,9.8,9.5,8.1,9.1,Recent power + Pitch-type matchup,True,199,0.49888888888888894,0.49888888888888894,140
141,Trea Turner,Philadelphia Phillies,Atlanta Braves,Chris Sale,2,Truist Park,100.0,5.3,Neutral,6.5,7.6,1.2,7.6,5.5,6.7,9.0,81.14,9.4448392,176.0,9.3,6.1,7.4,7.3,Recent power + Lineup context,True,138,0.49861111111111117,0.49861111111111117,141
142,Andrew Vaughn,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,4,American Family Field,88.0,5.3,Neutral,4.2,4.2,5.9,4.2,5.0,6.7,7.0,73.22,9.5069763,146.0,8.8,4.0,6.9,8.9,Recent power + Lineup context,True,164,0.4969444444444446,0.4969444444444446,142
143,J.P. Crawford,Seattle Mariners,Athletics,Jeffrey Springs,1,Sutter Health Park,100.0,5.2,Neutral,5.7,2.2,9.2,2.2,5.5,5.5,10.0,,,,3.6,1.4,2.5,1.7,Lineup context + Pitcher vulnerability,True,109,0.49583333333333335,0.49583333333333335,143
144,Bo Bichette,New York Mets,New York Yankees,Carlos Rodón,3,Yankee Stadium,117.0,5.2,Neutral,5.6,4.8,4.2,4.8,6.3,6.5,8.0,76.28,4.6602825,325.0,9.1,7.3,6.1,5.0,Recent power + Lineup context,True,127,0.49472222222222223,0.49472222222222223,144
145,Jorge Mateo,Tampa Bay Rays,Houston Astros,Miguel Ullola,7,Tropicana Field,107.0,5.2,Neutral,3.2,3.4,9.5,3.4,5.8,6.5,4.0,81.5,2.8583066,141.0,3.6,7.5,2.8,3.3,Pitcher vulnerability + Weather,True,146,0.49305555555555564,0.49305555555555564,145
146,Teoscar Hernández,Los Angeles Dodgers,Miami Marlins,Ryan Gusto,5,loanDepot park,135.0,5.1,Neutral,3.0,5.4,4.9,5.4,7.1,6.6,6.0,75.38,7.0214923,207.0,7.7,9.5,8.4,9.0,Recent power + Ballpark,True,175,0.49222222222222217,0.49222222222222217,146
147,Jase Bowen,San Diego Padres,San Francisco Giants,Anthony Molina,9,Oracle Park,139.0,5.1,Neutral,3.3,6.5,6.2,6.5,7.3,6.2,2.0,66.02,15.6585492,280.0,3.6,2.1,9.1,9.2,Ballpark + Pitch-type matchup,True,163,0.49000000000000005,0.49000000000000005,147
148,Taylor Trammell,Houston Astros,Tampa Bay Rays,Drew Rasmussen,8,Tropicana Field,107.0,5.1,Neutral,8.5,6.7,1.9,6.7,5.8,6.5,3.0,81.5,2.8583066,141.0,3.6,7.1,4.5,5.7,Hitter skill + Pitch-type matchup,True,132,0.49,0.49,148
149,Cam Smith,Houston Astros,Tampa Bay Rays,Drew Rasmussen,7,Tropicana Field,107.0,5.0,Neutral,8.9,5.1,1.9,5.1,5.8,6.5,4.0,81.5,2.8583066,141.0,9.8,4.8,6.1,2.9,Recent power + Hitter skill,True,106,0.4877777777777778,0.4877777777777778,149
150,Christian Walker,Houston Astros,Tampa Bay Rays,Drew Rasmussen,6,Tropicana Field,107.0,5.0,Neutral,9.1,4.3,1.9,4.3,5.8,6.5,5.0,81.5,2.8583066,141.0,8.1,3.4,6.0,6.7,Hitter skill + Recent power,True,110,0.48388888888888887,0.48388888888888887,150
151,Ryan McMahon,New York Yankees,New York Mets,Nolan McLean,7,Yankee Stadium,117.0,5.0,Neutral,9.3,6.7,2.2,6.7,6.3,6.5,4.0,76.28,4.6602825,325.0,3.6,2.2,2.0,5.5,Hitter skill + Pitch-type matchup,True,81,0.48333333333333345,0.48333333333333345,151
152,Jake Burger,Texas Rangers,Arizona Diamondbacks,TBD,7,Chase Field,213.0,4.9,Neutral,2.6,5.5,5.5,5.5,10.0,5.5,4.0,,,,9.8,8.9,6.2,6.9,Ballpark + Recent power,True,185,0.4822222222222224,0.4822222222222224,152
153,Xander Bogaerts,San Diego Padres,San Francisco Giants,Anthony Molina,2,Oracle Park,139.0,4.9,Neutral,4.5,2.4,6.2,2.4,7.3,6.2,9.0,66.02,15.6585492,280.0,3.6,4.3,9.4,9.9,Lineup context + Ballpark,True,149,0.4808333333333334,0.4808333333333334,153
154,Jared Triolo,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,9,Wrigley Field,107.0,4.9,Neutral,5.3,2.4,8.5,2.4,5.8,6.7,2.0,74.3,9.5069763,124.0,3.6,1.9,4.8,3.9,Pitcher vulnerability + Weather,True,120,0.48027777777777775,0.48027777777777775,154
155,Leody Taveras,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,8,Rogers Centre,69.0,4.8,Neutral,6.9,6.0,5.5,6.0,4.1,5.9,3.0,66.74000000000001,4.7845567,101.0,3.6,2.3,2.7,2.1,Hitter skill + Pitch-type matchup,True,141,0.4772222222222222,0.4772222222222222,155
156,Luke Keaschall,Minnesota Twins,Cleveland Guardians,Parker Messick,1,Target Field,113.0,4.8,Neutral,3.9,7.6,3.9,7.6,6.1,5.5,10.0,,,,3.6,5.8,8.0,7.2,Lineup context + Pitch-type matchup,True,178,0.47611111111111115,0.47611111111111115,156
157,Spencer Horwitz,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,8,Wrigley Field,107.0,4.8,Neutral,4.7,3.3,8.5,3.3,5.8,6.7,3.0,74.3,9.5069763,124.0,3.6,1.4,3.4,4.1,Pitcher vulnerability + Weather,True,125,0.47444444444444445,0.47444444444444445,157
158,Bryce Harper,Philadelphia Phillies,Atlanta Braves,Chris Sale,3,Truist Park,100.0,4.7,Neutral,6.4,8.4,1.2,8.4,5.5,6.7,8.0,81.14,9.4448392,176.0,3.6,6.6,5.3,8.4,Pitch-type matchup + Lineup context,True,153,0.47416666666666674,0.47416666666666674,158
159,Brandon Lowe,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,5,Wrigley Field,107.0,4.7,Neutral,3.9,3.1,8.5,3.1,5.8,6.7,6.0,74.3,9.5069763,124.0,3.6,2.2,4.3,5.3,Pitcher vulnerability + Weather,True,133,0.4727777777777778,0.4727777777777778,159
160,Jake Rogers,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,9,Busch Stadium,70.0,4.7,Neutral,2.8,5.6,7.9,5.6,4.2,5.5,2.0,,,,3.6,6.2,4.3,5.2,Pitcher vulnerability + Pitch-type matchup,True,223,0.4719444444444445,0.4719444444444445,160
161,Sal Stewart,Cincinnati Reds,Milwaukee Brewers,Dustin May,3,American Family Field,88.0,4.6,Neutral,4.4,8.6,2.5,8.6,5.0,6.7,8.0,73.22,9.5069763,146.0,3.6,7.1,5.5,8.6,Pitch-type matchup + Lineup context,True,196,0.46583333333333327,0.46583333333333327,161
162,Bryce Eldridge,San Francisco Giants,San Diego Padres,Robbie Ray,3,Oracle Park,139.0,4.6,Neutral,5.4,5.5,2.9,5.5,7.3,6.2,8.0,66.02,15.6585492,280.0,6.8,4.4,7.5,9.0,Lineup context + Ballpark,True,145,0.46527777777777785,0.46527777777777785,162
163,Bryan Torres,St. Louis Cardinals,Chicago White Sox,Anthony Kay,1,Busch Stadium,70.0,4.6,Neutral,8.2,3.5,5.2,3.5,4.2,5.5,10.0,,,,3.6,1.4,1.4,2.0,Lineup context + Hitter skill,True,130,0.46027777777777784,0.46027777777777784,163
164,Michael Harris,Atlanta Braves,Philadelphia Phillies,Aaron Nola,4,Truist Park,100.0,4.5,Below average,3.0,2.3,8.2,2.3,5.5,6.7,7.0,81.14,9.4448392,176.0,3.6,6.3,7.9,3.6,Pitcher vulnerability + Lineup context,True,191,0.45833333333333337,0.45833333333333337,164
165,Nathan Church,St. Louis Cardinals,Chicago White Sox,Anthony Kay,8,Busch Stadium,70.0,4.5,Below average,8.1,3.2,5.2,3.2,4.2,5.5,3.0,,,,3.6,1.4,5.6,2.4,Hitter skill + Weather,True,148,0.45777777777777784,0.45777777777777784,165
166,A.J. Ewing,New York Mets,New York Yankees,Carlos Rodón,7,Yankee Stadium,117.0,4.5,Below average,7.2,3.8,4.2,3.8,6.3,6.5,4.0,76.28,4.6602825,325.0,6.8,2.2,5.5,3.8,Hitter skill + Recent power,True,117,0.4575000000000001,0.4575000000000001,166
167,Isaac Paredes,Houston Astros,Tampa Bay Rays,Drew Rasmussen,3,Tropicana Field,107.0,4.4,Below average,7.8,6.4,1.9,6.4,5.8,6.5,8.0,81.5,2.8583066,141.0,6.8,2.4,2.1,5.8,Lineup context + Hitter skill,True,115,0.45749999999999996,0.45749999999999996,167
168,Austin Hays,San Diego Padres,San Francisco Giants,Anthony Molina,7,Oracle Park,139.0,4.4,Below average,5.0,1.5,6.2,1.5,7.3,6.2,4.0,66.02,15.6585492,280.0,3.6,6.5,9.4,6.4,Ballpark + Pitcher vulnerability,True,170,0.45611111111111124,0.45611111111111124,168
169,Shay Whitcomb,San Francisco Giants,San Diego Padres,Robbie Ray,6,Oracle Park,139.0,4.4,Below average,8.6,3.0,2.9,3.0,7.3,6.2,5.0,66.02,15.6585492,280.0,3.6,8.3,4.1,4.1,Hitter skill + Ballpark,True,123,0.455,0.455,169
170,Angel Genao,Cleveland Guardians,Minnesota Twins,Taj Bradley,7,Target Field,113.0,4.3,Below average,5.7,1.5,6.5,1.5,6.1,5.5,4.0,,,,3.6,1.4,8.3,8.4,Pitcher vulnerability + Ballpark,True,167,0.4541666666666668,0.4541666666666668,170
171,Daulton Varsho,Houston Astros,Tampa Bay Rays,Drew Rasmussen,5,Tropicana Field,107.0,4.3,Below average,8.0,4.4,1.9,4.4,5.8,6.5,6.0,81.5,2.8583066,141.0,7.7,7.3,5.4,3.1,Hitter skill + Recent power,True,137,0.45416666666666666,0.45416666666666666,171
172,Caleb Durbin,Boston Red Sox,Kansas City Royals,Seth Lugo,6,Fenway Park,92.0,4.3,Below average,3.3,7.0,7.2,7.0,5.1,6.6,5.0,71.78,5.2195164,295.0,3.6,2.6,1.8,1.4,Pitcher vulnerability + Pitch-type matchup,True,166,0.45361111111111113,0.45361111111111113,172
173,Vaughn Grissom,Los Angeles Angels,Washington Nationals,Cade Cavalli,4,Nationals Park,105.0,4.2,Below average,3.5,5.0,6.9,5.0,5.7,6.5,7.0,78.25999999999999,3.728226,73.0,3.6,6.0,3.8,2.3,Lineup context + Pitcher vulnerability,True,171,0.4527777777777778,0.4527777777777778,173
174,Trevor Story,Boston Red Sox,Kansas City Royals,Seth Lugo,4,Fenway Park,92.0,4.2,Below average,4.2,1.5,7.2,1.5,5.1,6.6,7.0,71.78,5.2195164,295.0,3.6,9.4,6.2,3.7,Pitcher vulnerability + Lineup context,True,207,0.4522222222222223,0.4522222222222223,174
175,Jasson Domínguez,New York Yankees,New York Mets,Nolan McLean,3,Yankee Stadium,117.0,4.2,Below average,4.4,8.4,2.2,8.4,6.3,6.5,8.0,76.28,4.6602825,325.0,3.6,7.6,7.8,4.9,Pitch-type matchup + Lineup context,True,174,0.45027777777777783,0.45027777777777783,175
176,Kazuma Okamoto,Toronto Blue Jays,Baltimore Orioles,Chris Bassitt,5,Rogers Centre,69.0,4.1,Below average,1.4,8.3,3.5,8.3,4.1,5.9,6.0,66.74000000000001,4.7845567,101.0,9.3,9.1,7.0,9.1,Recent power + Pitch-type matchup,True,247,0.4486111111111111,0.4486111111111111,176
177,Sam Antonacci,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,1,Busch Stadium,70.0,4.1,Below average,3.1,4.3,7.9,4.3,4.2,5.5,10.0,,,,3.6,2.8,1.6,5.8,Lineup context + Pitcher vulnerability,True,204,0.44666666666666677,0.44666666666666677,177
178,Seiya Suzuki,Chicago Cubs,Pittsburgh Pirates,Wilber Dotel,2,Wrigley Field,107.0,4.1,Below average,7.1,7.3,1.5,7.3,5.8,6.7,9.0,74.3,9.5069763,124.0,3.6,6.4,2.3,4.3,Lineup context + Pitch-type matchup,True,126,0.44444444444444436,0.44444444444444436,178
179,John Peck,Detroit Tigers,Colorado Rockies,Mason Adams,9,Comerica Park,100.0,4.0,Below average,2.5,1.5,9.9,1.5,5.5,6.6,2.0,73.94,6.2758471,96.0,3.6,7.2,3.1,3.5,Pitcher vulnerability + Weather,True,209,0.44416666666666677,0.44416666666666677,179
180,Michael Massey,Kansas City Royals,Boston Red Sox,Sonny Gray,5,Fenway Park,92.0,4.0,Below average,4.8,4.2,4.5,4.2,5.1,6.6,6.0,71.78,5.2195164,295.0,3.6,4.7,8.1,7.8,Weather + Lineup context,True,219,0.44333333333333336,0.44333333333333336,180
181,Jake Mangum,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,7,Wrigley Field,107.0,4.0,Below average,5.1,2.1,8.5,2.1,5.8,6.7,4.0,74.3,9.5069763,124.0,3.6,2.0,1.5,1.2,Pitcher vulnerability + Weather,True,122,0.4416666666666667,0.4416666666666667,181
182,Kyren Paris,Los Angeles Angels,Washington Nationals,Cade Cavalli,6,Nationals Park,105.0,3.9,Below average,5.3,1.5,6.9,1.5,5.7,6.5,5.0,78.25999999999999,3.728226,73.0,3.6,1.4,5.1,7.7,Pitcher vulnerability + Weather,True,169,0.44083333333333335,0.44083333333333335,182
183,Brandon Nimmo,Texas Rangers,Arizona Diamondbacks,TBD,4,Chase Field,213.0,3.9,Below average,2.0,5.5,5.5,5.5,10.0,5.5,7.0,,,,3.6,5.1,8.4,8.7,Ballpark + Lineup context,True,220,0.4405555555555556,0.4405555555555556,183
184,Jeremy Peña,Houston Astros,Tampa Bay Rays,Drew Rasmussen,1,Tropicana Field,107.0,3.9,Below average,4.7,8.5,1.9,8.5,5.8,6.5,10.0,81.5,2.8583066,141.0,3.6,8.2,5.7,3.5,Lineup context + Pitch-type matchup,True,181,0.43944444444444447,0.43944444444444447,184
185,Jordan Lawlar,Arizona Diamondbacks,Texas Rangers,TBD,8,Chase Field,213.0,3.8,Below average,5.4,5.5,5.5,5.5,10.0,5.5,3.0,,,,3.6,4.0,1.3,1.5,Ballpark + Pitcher vulnerability,True,135,0.43833333333333335,0.43833333333333335,185
186,Jacob Young,Washington Nationals,Los Angeles Angels,Yusei Kikuchi,9,Nationals Park,105.0,3.8,Below average,3.1,2.8,8.9,2.8,5.7,6.5,2.0,78.25999999999999,3.728226,73.0,3.6,3.3,2.4,5.0,Pitcher vulnerability + Weather,True,192,0.4383333333333333,0.4383333333333333,186
187,Jeremiah Jackson,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,7,Rogers Centre,69.0,3.8,Below average,4.0,4.7,5.5,4.7,4.1,5.9,4.0,66.74000000000001,4.7845567,101.0,3.6,8.7,6.5,3.1,Weather + Pitcher vulnerability,True,233,0.43638888888888894,0.43638888888888894,187
188,Hunter Feduccia,Los Angeles Dodgers,Miami Marlins,Ryan Gusto,7,loanDepot park,135.0,3.7,Below average,5.8,3.0,4.9,3.0,7.1,6.6,4.0,75.38,7.0214923,207.0,3.6,4.8,4.5,7.0,Ballpark + Weather,True,144,0.43611111111111106,0.43611111111111106,188
189,Otto Lopez,Miami Marlins,Los Angeles Dodgers,TBD,4,loanDepot park,135.0,3.7,Below average,2.0,5.5,5.5,5.5,7.1,6.6,7.0,75.38,7.0214923,207.0,3.6,7.5,7.3,6.6,Ballpark + Lineup context,True,203,0.4341666666666666,0.4341666666666666,189
190,Austin Riley,Atlanta Braves,Philadelphia Phillies,Aaron Nola,7,Truist Park,100.0,3.7,Below average,2.0,2.4,8.2,2.4,5.5,6.7,4.0,81.14,9.4448392,176.0,8.6,6.3,2.9,4.6,Recent power + Pitcher vulnerability,True,215,0.4297222222222222,0.4297222222222222,190
191,Wyatt Langford,Texas Rangers,Arizona Diamondbacks,TBD,5,Chase Field,213.0,3.6,Below average,2.0,5.5,5.5,5.5,10.0,5.5,6.0,,,,6.8,1.8,9.2,6.4,Ballpark + Recent power,True,212,0.42888888888888893,0.42888888888888893,191
192,Carlos Cortes,Athletics,Seattle Mariners,George Kirby,4,Sutter Health Park,100.0,3.6,Below average,3.1,3.1,7.5,3.1,5.5,5.5,7.0,,,,8.6,3.0,3.4,2.7,Recent power + Pitcher vulnerability,True,198,0.42805555555555563,0.42805555555555563,192
193,Ha-Seong Kim,Atlanta Braves,Philadelphia Phillies,Aaron Nola,9,Truist Park,100.0,3.6,Below average,4.5,1.5,8.2,1.5,5.5,6.7,2.0,81.14,9.4448392,176.0,3.6,3.0,2.9,3.7,Pitcher vulnerability + Weather,True,177,0.42500000000000004,0.42500000000000004,193
194,TJ Rumfield,Colorado Rockies,Detroit Tigers,Framber Valdez,4,Comerica Park,100.0,3.5,Below average,5.2,5.6,3.2,5.6,5.5,6.6,7.0,73.94,6.2758471,96.0,7.2,6.7,2.6,3.9,Recent power + Lineup context,True,179,0.4247222222222222,0.4247222222222222,194
195,Dominic Smith,Atlanta Braves,Philadelphia Phillies,Aaron Nola,6,Truist Park,100.0,3.5,Below average,2.9,3.6,8.2,3.6,5.5,6.7,5.0,81.14,9.4448392,176.0,3.6,2.0,1.1,5.5,Pitcher vulnerability + Weather,True,187,0.42416666666666675,0.42416666666666675,195
196,Kyle Isbel,Kansas City Royals,Boston Red Sox,Sonny Gray,8,Fenway Park,92.0,3.5,Below average,7.5,2.7,4.5,2.7,5.1,6.6,3.0,71.78,5.2195164,295.0,3.6,5.4,2.0,3.0,Hitter skill + Weather,True,160,0.42416666666666664,0.42416666666666664,196
197,Chandler Simpson,Tampa Bay Rays,Houston Astros,Miguel Ullola,5,Tropicana Field,107.0,3.4,Weak,3.6,1.5,9.5,1.5,5.8,6.5,6.0,81.5,2.8583066,141.0,3.6,1.4,1.2,1.7,Pitcher vulnerability + Weather,True,154,0.42111111111111116,0.42111111111111116,197
198,Jose Altuve,Houston Astros,Tampa Bay Rays,Drew Rasmussen,4,Tropicana Field,107.0,3.4,Weak,5.3,8.2,1.9,8.2,5.8,6.5,7.0,81.5,2.8583066,141.0,3.6,2.4,6.8,4.4,Pitch-type matchup + Lineup context,True,182,0.42083333333333334,0.42083333333333334,198
199,James McCann,Arizona Diamondbacks,Texas Rangers,TBD,7,Chase Field,213.0,3.4,Weak,2.0,5.5,5.5,5.5,10.0,5.5,4.0,,,,8.4,5.9,4.4,4.4,Ballpark + Recent power,True,214,0.41722222222222227,0.41722222222222227,199
200,Sal Frelick,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,6,American Family Field,88.0,3.3,Weak,6.7,1.5,5.9,1.5,5.0,6.7,5.0,73.22,9.5069763,146.0,3.6,2.7,4.2,1.6,Hitter skill + Weather,True,157,0.4166666666666668,0.4166666666666668,200
201,Josh Naylor,Seattle Mariners,Athletics,Jeffrey Springs,6,Sutter Health Park,100.0,3.3,Weak,1.4,4.0,9.2,4.0,5.5,5.5,5.0,,,,3.6,1.4,5.5,1.7,Pitcher vulnerability + Ballpark,True,224,0.41416666666666674,0.41416666666666674,201
202,Iván Herrera,St. Louis Cardinals,Chicago White Sox,Anthony Kay,2,Busch Stadium,70.0,3.3,Weak,2.5,5.7,5.2,5.7,4.2,5.5,9.0,,,,9.0,3.2,4.1,5.1,Recent power + Lineup context,True,229,0.4141666666666667,0.4141666666666667,202
203,Héctor Rodríguez,Cincinnati Reds,Milwaukee Brewers,Dustin May,5,American Family Field,88.0,3.2,Weak,1.4,10.0,2.5,10.0,5.0,6.7,6.0,73.22,9.5069763,146.0,3.6,7.0,7.3,8.6,Pitch-type matchup + Weather,True,245,0.4136111111111111,0.4136111111111111,203
204,Drew Gilbert,San Francisco Giants,San Diego Padres,Robbie Ray,1,Oracle Park,139.0,3.2,Weak,6.3,2.1,2.9,2.1,7.3,6.2,10.0,66.02,15.6585492,280.0,3.6,9.7,9.1,2.3,Lineup context + Ballpark,True,172,0.4130555555555556,0.4130555555555556,204
205,Alec Bohm,Philadelphia Phillies,Atlanta Braves,Chris Sale,5,Truist Park,100.0,3.2,Weak,5.2,5.9,1.2,5.9,5.5,6.7,6.0,81.14,9.4448392,176.0,8.1,7.8,7.6,4.5,Recent power + Weather,True,218,0.40944444444444444,0.40944444444444444,205
206,Brock Rodden,Seattle Mariners,Athletics,Jeffrey Springs,9,Sutter Health Park,100.0,3.1,Weak,2.5,1.5,9.2,1.5,5.5,5.5,2.0,,,,3.6,2.0,3.0,7.4,Pitcher vulnerability + Ballpark,True,230,0.4088888888888889,0.4088888888888889,206
207,Trevor Larnach,Minnesota Twins,Cleveland Guardians,Parker Messick,6,Target Field,113.0,3.1,Weak,3.4,3.7,3.9,3.7,6.1,5.5,5.0,,,,8.9,6.0,7.7,8.5,Recent power + Ballpark,True,228,0.4086111111111112,0.4086111111111112,207
208,Nick Madrigal,Tampa Bay Rays,Houston Astros,Miguel Ullola,6,Tropicana Field,107.0,3.1,Weak,2.0,1.5,9.5,1.5,5.8,6.5,5.0,81.5,2.8583066,141.0,3.6,1.4,2.6,6.1,Pitcher vulnerability + Weather,True,211,0.40611111111111114,0.40611111111111114,208
209,Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,Chris Sale,1,Truist Park,100.0,3.0,Weak,2.0,8.9,1.2,8.9,5.5,6.7,10.0,81.14,9.4448392,176.0,10.0,7.6,5.0,8.3,Recent power + Lineup context,True,232,0.40611111111111114,0.40611111111111114,209
210,Brice Turang,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,2,American Family Field,88.0,3.0,Weak,2.0,7.5,5.9,7.5,5.0,6.7,9.0,73.22,9.5069763,146.0,3.6,1.9,1.8,2.8,Lineup context + Pitch-type matchup,True,208,0.40277777777777785,0.40277777777777785,210
211,Pedro Ramírez,Chicago Cubs,Pittsburgh Pirates,Wilber Dotel,7,Wrigley Field,107.0,3.0,Weak,4.2,7.7,1.5,7.7,5.8,6.7,4.0,74.3,9.5069763,124.0,8.1,8.1,5.2,3.3,Recent power + Pitch-type matchup,True,200,0.4027777777777778,0.4027777777777778,211
212,Jung Hoo Lee,San Francisco Giants,San Diego Padres,Robbie Ray,5,Oracle Park,139.0,2.9,Weak,6.0,2.8,2.9,2.8,7.3,6.2,6.0,66.02,15.6585492,280.0,3.6,5.7,7.2,7.2,Ballpark + Weather,True,190,0.4016666666666667,0.4016666666666667,212
213,Oswald Peraza,Los Angeles Angels,Washington Nationals,Cade Cavalli,7,Nationals Park,105.0,2.9,Weak,5.8,1.5,6.9,1.5,5.7,6.5,4.0,78.25999999999999,3.728226,73.0,3.6,1.4,1.5,2.1,Pitcher vulnerability + Weather,True,159,0.4008333333333334,0.4008333333333334,213
214,George Lombard,New York Yankees,New York Mets,Nolan McLean,6,Yankee Stadium,117.0,2.9,Weak,5.5,6.4,2.2,6.4,6.3,6.5,5.0,76.28,4.6602825,325.0,7.7,3.9,3.6,2.7,Recent power + Weather,True,158,0.4002777777777779,0.4002777777777779,214
215,Mauricio Dubón,Atlanta Braves,Philadelphia Phillies,Aaron Nola,5,Truist Park,100.0,2.8,Weak,2.0,2.7,8.2,2.7,5.5,6.7,6.0,81.14,9.4448392,176.0,3.6,4.4,5.0,1.8,Pitcher vulnerability + Weather,True,221,0.3988888888888889,0.3988888888888889,215
216,Samad Taylor,San Diego Padres,San Francisco Giants,Anthony Molina,8,Oracle Park,139.0,2.8,Weak,6.2,1.5,6.2,1.5,7.3,6.2,3.0,66.02,15.6585492,280.0,3.6,3.5,1.1,1.0,Ballpark + Hitter skill,True,140,0.39388888888888896,0.39388888888888896,216
217,Juan Brito,Cincinnati Reds,Milwaukee Brewers,Dustin May,6,American Family Field,88.0,2.8,Weak,4.3,7.2,2.5,7.2,5.0,6.7,5.0,73.22,9.5069763,146.0,9.3,5.5,1.2,2.7,Recent power + Pitch-type matchup,True,210,0.39361111111111113,0.39361111111111113,217
218,Evan Carter,Texas Rangers,Arizona Diamondbacks,TBD,6,Chase Field,213.0,2.7,Weak,2.0,5.5,5.5,5.5,10.0,5.5,5.0,,,,8.4,4.2,2.5,2.8,Ballpark + Recent power,True,205,0.3911111111111112,0.3911111111111112,218
219,Cooper Pratt,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,9,American Family Field,88.0,2.7,Weak,3.8,5.2,5.9,5.2,5.0,6.7,2.0,73.22,9.5069763,146.0,3.6,2.5,2.0,2.1,Weather + Pitcher vulnerability,True,216,0.3891666666666667,0.3891666666666667,219
220,Tommy Edman,Los Angeles Dodgers,Miami Marlins,Ryan Gusto,1,loanDepot park,135.0,2.7,Weak,2.0,4.8,4.9,4.8,7.1,6.6,10.0,75.38,7.0214923,207.0,7.2,2.4,5.2,6.3,Lineup context + Recent power,True,197,0.38888888888888884,0.38888888888888884,220
221,Anthony Volpe,New York Yankees,New York Mets,Nolan McLean,9,Yankee Stadium,117.0,2.6,Weak,8.7,3.3,2.2,3.3,6.3,6.5,2.0,76.28,4.6602825,325.0,3.6,1.4,3.3,3.5,Hitter skill + Weather,True,136,0.38666666666666666,0.38666666666666666,221
222,Chase Meidroth,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,7,Busch Stadium,70.0,2.6,Weak,2.7,2.5,7.9,2.5,4.2,5.5,4.0,,,,3.6,2.8,3.0,4.8,Pitcher vulnerability + Weather,True,241,0.3861111111111112,0.3861111111111112,222
223,Rece Hinds,Baltimore Orioles,Toronto Blue Jays,Max Scherzer,6,Rogers Centre,69.0,2.6,Weak,7.0,1.5,5.5,1.5,4.1,5.9,5.0,66.74000000000001,4.7845567,101.0,3.6,1.4,1.4,2.0,Hitter skill + Weather,True,194,0.38527777777777783,0.38527777777777783,223
224,Carlos Jorge,Cincinnati Reds,Milwaukee Brewers,Dustin May,1,American Family Field,88.0,2.5,Poor,7.2,1.5,2.5,1.5,5.0,6.7,10.0,73.22,9.5069763,146.0,3.6,9.4,3.2,3.8,Lineup context + Hitter skill,True,195,0.3844444444444445,0.3844444444444445,224
